Technologies;F;f_min;f_max;F_year
BOAT_FREIGHT_METHANOL;0.0;0.0;0.0;0.0
CARGO_LFO;0.0;0.0;0.0;0.0
CARGO_LNG;0.0;0.0;0.0;0.0
CARGO_METHANOL;0.0;0.0;0.0;0.0
CARGO_AMMONIA;0.0;0.0;0.0;0.0
CARGO_FUELCELL_LH2;0.0;0.0;0.0;0.0
CARGO_FUELCELL_AMMONIA;0.0;0.0;0.0;0.0
CARGO_RETRO_METHANOL;0.0;0.0;0.0;0.0
CARGO_RETRO_AMMONIA;0.0;0.0;0.0;0.0
TRUCK_DIESEL;0.0;0.0;0.0;0.0
TRUCK_METHANOL;0.0;0.0;0.0;0.0
TRUCK_FUEL_CELL;0.0;0.0;0.0;0.0
TRUCK_ELEC;0.0;0.0;0.0;0.0
TRUCK_NG;0.0;0.0;0.0;0.0
EFFICIENCY;4.6992481203007515;0.0;5000000000000000.0;0.0
DHN;0.0;0.0;0.0;0.0
GRID;5.000005366421245;0.0;5000000000000000.0;13119.426865295913
HVAC_LINE;0.3560721551893452;0.0;5000000000000000.0;1557.2642457444524
HVDC_SUBSEA;0.0457142772985651;0.0;1000000000000000.0;199.92859510517175
GAS_PIPELINE;66.01729061510619;0.0;5000000000000000.0;288787.89875431475
GAS_SUBSEA;0.6941029779662089;0.0;1000000000000000.0;3035.796145780276
H2_RETROFITTED;0.3850785834766628;0.0;1000000000000000.0;1684.1864296063598
H2_NEW;0.3189929330062564;0.0;1000000000000000.0;1395.145648320919
H2_SUBSEA_RETRO;0.2671520866393379;0.0;1000000000000000.0;1168.4091087811232
H2_SUBSEA_NEW;0.2082969691997359;0.0;1000000000000000.0;910.9959263166323
H2_ELECTROLYSIS;0.0;0.0;0.0;0.0
H2_NG;0.0;0.0;0.0;0.0
H2_BIOMASS;0.0;0.0;0.0;0.0
BIOMASS_TO_METHANE;0.0;0.0;0.0;0.0
BIOWASTE_TO_METHANE;0.0;0.0;0.0;0.0
SYN_METHANATION;0.0;0.0;0.0;0.0
BIOMETHANATION_WET_BIOMASS;0.0;0.0;0.0;0.0
BIOMETHANATION_BIOWASTE;0.0;0.0;0.0;0.0
BIOMASS_TO_JET_FUEL;0.0;0.0;0.0;0.0
BIOMASS_TO_LFO;0.0;0.0;0.0;0.0
BIOWASTE_TO_JET_FUEL;0.0;0.0;0.0;0.0
BIOWASTE_TO_LFO;0.0;0.0;0.0;0.0
DIESEL_TO_JET_FUEL;0.0;0.0;0.0;0.0
ATM_CCS;0.0;0.0;0.0;0.0
INDUSTRY_CCS;0.0;0.0;0.0;0.0
SYN_METHANOLATION;0.0;0.0;0.0;0.0
METHANE_TO_METHANOL;0.0;0.0;0.0;0.0
BIOMASS_TO_METHANOL;0.0;0.0;0.0;0.0
BIOWASTE_TO_METHANOL;0.0;0.0;0.0;0.0
HABER_BOSCH;0.0;0.0;0.0;0.0
POWER_TO_JET_FUEL;0.0;0.0;0.0;0.0
POWER_TO_LFO;0.0;0.0;0.0;0.0
H2_TO_JET_FUEL;0.0;0.0;0.0;0.0
H2_TO_LFO;0.0;0.0;0.0;0.0
AMMONIA_TO_H2;0.0;0.0;0.0;0.0
OIL_TO_HVC;0.013632908315400224;0.0;5000000000000000.0;118.0255294377198
GAS_TO_HVC;0.06352462613336426;0.0;1000000000000000.0;553.0742711422802
BIOMASS_TO_HVC;0.0;0.0;0.0;0.0
METHANOL_TO_HVC;0.0;0.0;0.0;0.0
BATT_LI;0.0031977949214756253;0.0;5000000000000000.0;-0.12985966871927299
BATT_HS;0.0;0.0;0.0;0.0
CAES;0.0;0.0;0.0;0.0
BEV_BATT;0.1219475099571481;0.0;1000000000000000.0;-2.4943010057385986
PHEV_BATT;0.0;0.0;0.0;0.0
DAM_STORAGE;567.5913625213035;567.589;567.59;-26.943900041174146
PHS;0.0;0.0;0.0;0.0
TS_DEC_DIRECT_ELEC;0.0;0.0;0.0;0.0
TS_DEC_HP_ELEC;0.0;0.0;0.0;0.0
TS_DEC_THHP_GAS;0.0;0.0;0.0;0.0
TS_DEC_COGEN_GAS;0.0;0.0;0.0;0.0
TS_DEC_COGEN_OIL;0.0;0.0;0.0;0.0
TS_DEC_ADVCOGEN_GAS;0.0;0.0;0.0;0.0
TS_DEC_ADVCOGEN_H2;0.0;0.0;0.0;0.0
TS_DEC_BOILER_GAS;0.0;0.0;0.0;0.0
TS_DEC_BOILER_WOOD;0.0;0.0;0.0;0.0
TS_DEC_BOILER_OIL;0.0;0.0;0.0;0.0
TS_DHN_DAILY;0.0;0.0;0.0;0.0
TS_DHN_SEASONAL;0.0;0.0;0.0;0.0
TS_HIGH_TEMP;0.0;0.0;0.0;0.0
GAS_STORAGE;0.0;0.0;0.0;0.0
H2_STORAGE;0.0;0.0;0.0;0.0
DIESEL_STORAGE;1344.9101943657158;1344.909989;1344.91;-2.4269602889870345e-08
JET_FUEL_STORAGE;233.30968146285613;233.30794930000002;233.30895030000002;-3.144435662370826e-10
GASOLINE_STORAGE;1290.4382363421178;1290.438073;1290.43808742;1.6827792694365518e-07
LFO_STORAGE;0.0;0.0;0.0;0.0
AMMONIA_STORAGE;0.0;0.0;0.0;0.0
METHANOL_STORAGE;0.0;0.0;0.0;0.0
PT_STORAGE;0.0;0.0;0.0;0.0
ST_STORAGE;0.0;0.0;0.0;0.0
TS_COLD;0.0;0.0;0.0;0.0
CO2_STORAGE;0.0;0.0;0.0;0.0
STOVE_WOOD;0.07589062796191656;0.046418016;5000000000000000.0;121.80347099363487
STOVE_LPG;2.267515398040619;0.07255701899999999;2000000000000000.0;3722.7196011701344
STOVE_NG;0.6865287361665673;0.0020972879999999997;2000000000000000.0;1126.9287668811733
STOVE_OIL;0.013286566586347276;0.0;2000000000000000.0;17.280212821948993
STOVE_ELEC;0.03657696142209111;0.0;1000000000000000.0;58.995750276012885
PLANE;2.064678635351076;0.0;2000000000000000.0;2064.770078945565
FERMENTATION_TO_BIOETHANOL;0.026010247;0.026010247;0.026010247;209.61634829725264
ESTERIFICATION_TO_BIODIESEL;0.0;0.0;0.0;0.0
IND_BOILER_DIESEL;0.016595655028931164;0.0;2000000000000000.0;125.63550919446445
IND_BOILER_LPG;0.01778479812822324;0.0;1000000000000000.0;146.92074069478858
LPG_STORAGE;957.0934978534934;957.0887696;957.089780017;-7.358267691340292e-09
LNG_STORAGE;49.540735018762156;49.539889;49.541;-3.246734825435027e-11
CAR_FG_PRIVATE;3.401187140007326;0.0;1000000000000000.0;4001.8784217737184
BUS_FG_PRIVATE;0.0;0.0;0.0;0.0
PICKUP_TRUCK_FG_PRIVATE;0.05719682703791489;0.0;1000000000000000.0;67.35779672862706
SUV_FG_PRIVATE;0.4512427141097119;0.0;1000000000000000.0;531.0003748596159
MOTORCYCLE_FG_PRIVATE;0.0;0.0;0.0;0.0
CAR_FG_PUBLIC;0.0;0.0;0.0;0.0
BUS_FG_PUBLIC;4.611471146420032;0.0;1000000000000000.0;19540.804202789423
PICKUP_TRUCK_FG_PUBLIC;0.0;0.0;0.0;0.0
SUV_FG_PUBLIC;0.0;0.0;0.0;0.0
MOTORCYCLE_FG_PUBLIC;0.0;0.0;0.0;0.0
CAR_GASOLINE_PRIVATE;13.23896693339863;0.0;2000000000000000.0;15576.774690937616
BUS_GASOLINE_PRIVATE;0.0;0.0;1000000000000000.0;0.0
PICKUP_TRUCK_GASOLINE_PRIVATE;0.9388082484511505;0.0;2000000000000000.0;1104.6027032298903
SUV_GASOLINE_PRIVATE;3.905967029823264;0.0;2000000000000000.0;4595.718691707003
MOTORCYCLE_GASOLINE_PRIVATE;24.67740425312415;0.0;2000000000000000.0;4301.03805626474
CAR_GASOLINE_PUBLIC;0.0;0.0;1000000000000000.0;0.0
BUS_GASOLINE_PUBLIC;52.74401319808216;0.0;2000000000000000.0;223498.0031690546
PICKUP_TRUCK_GASOLINE_PUBLIC;0.0;0.0;1000000000000000.0;0.0
SUV_GASOLINE_PUBLIC;0.0;0.0;1000000000000000.0;0.0
MOTORCYCLE_GASOLINE_PUBLIC;0.0;0.0;1000000000000000.0;0.0
CAR_DIESEL_PRIVATE;0.6648560470465922;0.0;2000000000000000.0;782.3791082186062
BUS_DIESEL_PRIVATE;0.0;0.0;1000000000000000.0;0.0
PICKUP_TRUCK_DIESEL_PRIVATE;0.370840302540729;0.0;2000000000000000.0;436.3426953522928
SUV_DIESEL_PRIVATE;0.1863704587268529;0.0;2000000000000000.0;219.2749837958138
MOTORCYCLE_DIESEL_PRIVATE;0.0;0.0;1000000000000000.0;0.0
CAR_DIESEL_PUBLIC;0.0;0.0;1000000000000000.0;0.0
BUS_DIESEL_PUBLIC;15.79235824799341;0.0;2000000000000000.0;66918.7940279979
PICKUP_TRUCK_DIESEL_PUBLIC;0.0;0.0;0.0;0.0
SUV_DIESEL_PUBLIC;0.0;0.0;0.0;0.0
MOTORCYCLE_DIESEL_PUBLIC;0.0;0.0;0.0;0.0
TRUCK_FG;1.754043908548119;0.0;3000000000000000.0;277.46408294732544
VAN_FG;0.03710226149270054;0.0;1000000000000000.0;6.599836013120051
CARGO_MOTORCYCLE_FG;0.0;0.0;0.0;0.0
TRUCK_GASOLINE;18.98391399335413;0.0;5000000000000000.0;3002.627697086763
VAN_GASOLINE;0.3172933042732621;0.0;2000000000000000.0;56.45721164086334
CARGO_MOTORCYCLE_GASOLINE;0.0008054176074532561;0.0;1000000000000000.0;0.07114053577957577
TRUCK_DIESEL_P;67.90361680337693;0.0;5000000000000000.0;10740.1038874608
VAN_DIESEL;0.2488663362101441;0.0;2000000000000000.0;44.28117744508955
CARGO_MOTORCYCLE_DIESEL;0.0;0.0;0.0;0.0
CONVENTIONAL_BULB;0.8493124502560081;0.0;5000000000000000.0;82.81147982486266
LED_BULB;0.3724300120269752;0.0;5000000000000000.0;22.300360294297402
CONVENTIONAL_LIGHT;0.008539507042145622;0.0;5000000000000000.0;54.285227162452884
LED_LIGHT;0.0;0.0;0.0;0.0
REFRIGERATOR_EL;0.03902744866472614;0.0;2000000000000000.0;341.880450303
COMM_MACHINERY_DIESEL;0.6296687875562113;0.0;2000000000000000.0;58.49079477547208
COMM_MACHINERY_EL;0.599551044722213;0.0;1000000000000000.0;18.511151644527914
IND_MACHINERY_EL;0.1805309755707764;0.0;1000000000000000.0;1581.451346
TRACTOR_DIESEL;0.00572138025114155;0.0;2000000000000000.0;50.119291
AGR_MACHINERY_DIESEL;0.3947595402284797;0.0;2000000000000000.0;127.69875173320511
AGR_MACHINERY_EL;0.2221931792554741;0.0;1000000000000000.0;101.2649362367949
MIN_MACHINERY_DIESEL;0.7238639682865378;0.0;2000000000000000.0;916.8040327469479
MIN_MACHINERY_EL;0.7843765314818576;0.0;1000000000000000.0;632.5292272530521
FISH_MACHINERY_DIESEL;1.2764263008282128;0.0;2000000000000000.0;190.94262533301614
FISH_MACHINERY_EL;1.230384078170701;0.0;2000000000000000.0;258.61865912398383
TRACTOR_EL;0.0;0.0;0.0;0.0
BUS_ELEC_PUBLIC;0.0;0.0;0.0;0.0
BUS_ELEC_PRIVATE;0.0;0.0;0.0;0.0
PICKUP_TRUCK_ELEC_PUBLIC;0.0;0.0;0.0;0.0
PICKUP_TRUCK_ELEC_PRIVATE;0.0;0.0;0.0;0.0
SUV_ELEC_PUBLIC;0.0;0.0;0.0;0.0
SUV_ELEC_PRIVATE;0.0;0.0;0.0;0.0
MOTORCYCLE_ELEC_PUBLIC;0.0;0.0;0.0;0.0
MOTORCYCLE_ELEC_PRIVATE;0.0;0.0;0.0;0.0
VAN_ELEC;0.0;0.0;0.0;0.0
CARGO_MOTORCYCLE_ELEC;0.0;0.0;0.0;0.0
TRAIN_FREIGHT_ELEC;0.0;0.0;0.0;0.0
BOAT_FREIGHT_ELEC;0.0;0.0;0.0;0.0
FUEL_CELL;0.0;0.0;0.0;0.0
ETHANOL_TO_FUELS;0.0;0.0;0.0;0.0
BIO_HYDROLYSIS;0.0;0.0;0.0;0.0
PYROLYSIS_TO_FUELS;0.0;0.0;0.0;0.0
PYROLYSIS_TO_LFO;0.0;0.0;0.0;0.0
FB_ST_BIOMASS;0.0;0.0;0.0;0.0
CFB_ST_BIOMASS;0.0;0.0;0.0;0.0
BFB_ST_BIOMASS;0.0;0.0;0.0;0.0
REGASIFICATION;0.016378534562325728;0.016378246;0.016380758000000002;17.186103802344082
LIQUEFACTION;0.1092751811294256;0.109275;0.109375;17.44796124882129
DIESEL_PIPELINE;5.3211817243156005;0.0;5000000000000000.0;23273.61515016681
GASOLINE_PIPELINE;5.3211817243156005;0.0;5000000000000000.0;23273.615150166803
LPG_PIPELINE;5.3211817243156005;0.0;5000000000000000.0;23273.61515016681
LFO_PIPELINE;5.3211817243156005;0.0;5000000000000000.0;23273.615150166803
JET_FUEL_PIPELINE;5.3211817243156005;0.0;5000000000000000.0;23273.61515016681
SUV_ELEC_PRIVATE_BATT;0.0;0.0;0.0;0.0
MOTORCYCLE_ELEC_PRIVATE_BATT;0.0;0.0;0.0;0.0
BUS_ELEC_PUBLIC_BATT;0.0;0.0;0.0;0.0
